COD_DANE,COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,FECHA1erFIS
68327,68,SANTANDER,327,GÜEPSA,09/10/2020
68344,68,SANTANDER,344,HATO,07/06/2020
68377,68,SANTANDER,377,LA BELLEZA,06/01/2020
68385,68,SANTANDER,385,LANDÁZURI,07/08/2020
68397,68,SANTANDER,397,LA PAZ,05/28/2020
68406,68,SANTANDER,406,LEBRIJA,05/15/2020
68418,68,SANTANDER,418,LOS SANTOS,07/01/2020
68425,68,SANTANDER,425,MACARAVITA,08/29/2020
68432,68,SANTANDER,432,MÁLAGA,06/09/2020
68444,68,SANTANDER,444,MATANZA,07/06/2020
68464,68,SANTANDER,464,MOGOTES,07/02/2020
68468,68,SANTANDER,468,MOLAGAVITA,07/29/2020
68500,68,SANTANDER,500,OIBA,06/29/2020
68502,68,SANTANDER,502,ONZAGA,06/26/2020
68533,68,SANTANDER,533,PÁRAMO,07/13/2020
68547,68,SANTANDER,547,PIEDECUESTA,03/31/2020
68549,68,SANTANDER,549,PINCHOTE,07/10/2020
68572,68,SANTANDER,572,PUENTE NACIONAL,09/15/2020
68573,68,SANTANDER,573,PUERTO PARRA,06/20/2020
68575,68,SANTANDER,575,PUERTO WILCHES,06/12/2020
68615,68,SANTANDER,615,RIONEGRO,06/20/2020
68655,68,SANTANDER,655,SABANA DE TORRES,06/08/2020
68669,68,SANTANDER,669,SAN ANDRÉS,07/20/2020
68673,68,SANTANDER,673,SAN BENITO,07/15/2020
68679,68,SANTANDER,679,SAN GIL,06/12/2020
68682,68,SANTANDER,682,SAN JOAQUÍN,06/29/2020
68684,68,SANTANDER,684,SAN JOSÉ DE MIRANDA,07/12/2020
68689,68,SANTANDER,689,SAN VICENTE DE CHUCURÍ,06/03/2020
68705,68,SANTANDER,705,SANTA BÁRBARA,08/06/2020
68720,68,SANTANDER,720,SANTA HELENA DEL OPÓN,07/03/2020
68755,68,SANTANDER,755,SOCORRO,05/12/2020
68770,68,SANTANDER,770,SUAITA,06/08/2020
68773,68,SANTANDER,773,SUCRE,07/20/2020
68820,68,SANTANDER,820,TONA,07/19/2020
68855,68,SANTANDER,855,VALLE DE SAN JOSÉ,07/05/2020
68861,68,SANTANDER,861,VÉLEZ,07/05/2020
68867,68,SANTANDER,867,VETAS,07/30/2020
68872,68,SANTANDER,872,VILLANUEVA,05/05/2020
68895,68,SANTANDER,895,ZAPATOCA,07/07/2020
70001,70,SUCRE,001,SINCELEJO,03/20/2020
70110,70,SUCRE,110,BUENAVISTA,05/19/2020
70124,70,SUCRE,124,CAIMITO,06/04/2020
70204,70,SUCRE,204,COLOSO,06/04/2020
70215,70,SUCRE,215,COROZAL,05/18/2020
70221,70,SUCRE,221,COVEÑAS,06/12/2020
70230,70,SUCRE,230,CHALÁN,06/10/2020
70233,70,SUCRE,233,EL ROBLE,06/08/2020
70235,70,SUCRE,235,GALERAS,06/08/2020
70265,70,SUCRE,265,GUARANDA,06/06/2020
70400,70,SUCRE,400,LA UNIÓN,06/03/2020
70418,70,SUCRE,418,LOS PALMITOS,05/07/2020
70429,70,SUCRE,429,MAJAGUAL,06/05/2020
70473,70,SUCRE,473,MORROA,05/10/2020
70508,70,SUCRE,508,OVEJAS,06/13/2020
70523,70,SUCRE,523,PALMITO,06/03/2020
70670,70,SUCRE,670,SAMPUÉS,05/26/2020
70678,70,SUCRE,678,SAN BENITO ABAD,06/15/2020
70702,70,SUCRE,702,SAN JUAN DE BETULIA,05/28/2020
70708,70,SUCRE,708,SAN MARCOS,05/25/2020
70713,70,SUCRE,713,SAN ONOFRE,05/16/2020
70717,70,SUCRE,717,SAN PEDRO,05/29/2020
70742,70,SUCRE,742,SAN LUIS DE SINCÉ,05/08/2020
70771,70,SUCRE,771,SUCRE,05/27/2020
70820,70,SUCRE,820,SANTIAGO DE TOLÚ,06/02/2020
70823,70,SUCRE,823,TOLÚ VIEJO,06/04/2020
73001,73,TOLIMA,001,IBAGUÉ,03/10/2020
73024,73,TOLIMA,024,ALPUJARRA,07/04/2020
73026,73,TOLIMA,026,ALVARADO,07/27/2020
73030,73,TOLIMA,030,AMBALEMA,07/18/2020
73043,73,TOLIMA,043,ANZOÁTEGUI,06/30/2020
73055,73,TOLIMA,055,ARMERO,07/23/2020
73067,73,TOLIMA,067,ATACO,08/18/2020
73124,73,TOLIMA,124,CAJAMARCA,07/20/2020
73148,73,TOLIMA,148,CARMEN DE APICALÁ,07/21/2020
73152,73,TOLIMA,152,CASABIANCA,07/02/2020
73168,73,TOLIMA,168,CHAPARRAL,06/05/2020
73200,73,TOLIMA,200,COELLO,08/01/2020
73217,73,TOLIMA,217,COYAIMA,06/06/2020
73226,73,TOLIMA,226,CUNDAY,07/25/2020
73236,73,TOLIMA,236,DOLORES,07/06/2020
73268,73,TOLIMA,268,ESPINAL,03/27/2020
73275,73,TOLIMA,275,FLANDES,05/07/2020
73283,73,TOLIMA,283,FRESNO,06/07/2020
73319,73,TOLIMA,319,GUAMO,04/14/2020
73347,73,TOLIMA,347,HERVEO,07/01/2020
73349,73,TOLIMA,349,HONDA,05/08/2020
73352,73,TOLIMA,352,ICONONZO,07/08/2020
73408,73,TOLIMA,408,LÉRIDA,06/19/2020
73411,73,TOLIMA,411,LÍBANO,05/11/2020
73443,73,TOLIMA,443,SAN SEBASTIÁN DE MARIQUITA,05/16/2020
73449,73,TOLIMA,449,MELGAR,03/03/2020
73483,73,TOLIMA,483,NATAGAIMA,06/08/2020
73504,73,TOLIMA,504,ORTEGA,07/08/2020
73520,73,TOLIMA,520,PALOCABILDO,07/25/2020
73547,73,TOLIMA,547,PIEDRAS,05/07/2020
73555,73,TOLIMA,555,PLANADAS,04/23/2020
73563,73,TOLIMA,563,PRADO,07/22/2020
73585,73,TOLIMA,585,PURIFICACIÓN,07/16/2020
73616,73,TOLIMA,616,RIOBLANCO,07/03/2020
73624,73,TOLIMA,624,ROVIRA,04/30/2020
73671,73,TOLIMA,671,SALDAÑA,07/04/2020
73675,73,TOLIMA,675,SAN ANTONIO,06/10/2020
73678,73,TOLIMA,678,SAN LUIS,05/03/2020
73770,73,TOLIMA,770,SUÁREZ,07/24/2020
73854,73,TOLIMA,854,VALLE DE SAN JUAN,07/18/2020
73861,73,TOLIMA,861,VENADILLO,07/19/2020
73870,73,TOLIMA,870,VILLAHERMOSA,08/15/2020
73873,73,TOLIMA,873,VILLARRICA,06/10/2020
76001,76,VALLE DEL CAUCA,001,CALI,03/02/2020
76020,76,VALLE DEL CAUCA,020,ALCALÁ,04/22/2020
76036,76,VALLE DEL CAUCA,036,ANDALUCÍA,03/28/2020
76041,76,VALLE DEL CAUCA,041,ANSERMANUEVO,06/02/2020
76054,76,VALLE DEL CAUCA,054,ARGELIA,05/07/2020
76100,76,VALLE DEL CAUCA,100,BOLÍVAR,07/16/2020
76111,76,VALLE DEL CAUCA,111,GUADALAJARA DE BUGA,03/01/2020
76113,76,VALLE DEL CAUCA,113,BUGALAGRANDE,04/01/2020
76122,76,VALLE DEL CAUCA,122,CAICEDONIA,06/10/2020
76126,76,VALLE DEL CAUCA,126,CALIMA,03/15/2020
76130,76,VALLE DEL CAUCA,130,CANDELARIA,03/23/2020
76147,76,VALLE DEL CAUCA,147,CARTAGO,03/07/2020
76233,76,VALLE DEL CAUCA,233,DAGUA,04/02/2020
76243,76,VALLE DEL CAUCA,243,EL ÁGUILA,06/17/2020
76246,76,VALLE DEL CAUCA,246,EL CAIRO,05/25/2020
76248,76,VALLE DEL CAUCA,248,EL CERRITO,03/25/2020
76250,76,VALLE DEL CAUCA,250,EL DOVIO,03/12/2020
76275,76,VALLE DEL CAUCA,275,FLORIDA,03/30/2020
76306,76,VALLE DEL CAUCA,306,GINEBRA,03/26/2020
76318,76,VALLE DEL CAUCA,318,GUACARÍ,03/26/2020
76364,76,VALLE DEL CAUCA,364,JAMUNDÍ,03/22/2020
76377,76,VALLE DEL CAUCA,377,LA CUMBRE,04/06/2020
76400,76,VALLE DEL CAUCA,400,LA UNIÓN,03/12/2020
76403,76,VALLE DEL CAUCA,403,LA VICTORIA,07/06/2020
76497,76,VALLE DEL CAUCA,497,OBANDO,05/21/2020
76520,76,VALLE DEL CAUCA,520,PALMIRA,03/07/2020
76563,76,VALLE DEL CAUCA,563,PRADERA,05/01/2020
76606,76,VALLE DEL CAUCA,606,RESTREPO,04/27/2020
76616,76,VALLE DEL CAUCA,616,RIOFRÍO,07/28/2020
76622,76,VALLE DEL CAUCA,622,ROLDANILLO,04/27/2020
76670,76,VALLE DEL CAUCA,670,SAN PEDRO,03/10/2020
76736,76,VALLE DEL CAUCA,736,SEVILLA,05/29/2020
76823,76,VALLE DEL CAUCA,823,TORO,07/12/2020
76828,76,VALLE DEL CAUCA,828,TRUJILLO,03/16/2020
76834,76,VALLE DEL CAUCA,834,TULUÁ,03/09/2020
76845,76,VALLE DEL CAUCA,845,ULLOA,03/20/2020
76863,76,VALLE DEL CAUCA,863,VERSALLES,06/28/2020
76869,76,VALLE DEL CAUCA,869,VIJES,04/13/2020
76890,76,VALLE DEL CAUCA,890,YOTOCO,04/02/2020
76892,76,VALLE DEL CAUCA,892,YUMBO,03/08/2020
76895,76,VALLE DEL CAUCA,895,ZARZAL,06/10/2020
97001,97,VAUPÉS,001,MITÚ,05/07/2020
97161,97,VAUPÉS,161,CARURÚ,08/27/2020
97666,97,VAUPÉS,666,TARAIRA,06/12/2020
97889,97,VAUPÉS,889,YAVARATÉ,05/26/2020
99001,99,VICHADA,001,PUERTO CARREÑO,05/29/2020
99524,99,VICHADA,524,LA PRIMAVERA,07/15/2020
99773,99,VICHADA,773,CUMARIBO,07/31/2020
