COD_DANE,COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,FECHA1erFIS
27160,27,CHOCÓ,160,CÉRTEGUI,05/17/2020
27205,27,CHOCÓ,205,CONDOTO,05/20/2020
27245,27,CHOCÓ,245,EL CARMEN DE ATRATO,06/01/2020
27250,27,CHOCÓ,250,EL LITORAL SAN JUAN,08/01/2020
27361,27,CHOCÓ,361,ISTMINA,05/03/2020
27413,27,CHOCÓ,413,LLORÓ,06/01/2020
27430,27,CHOCÓ,430,MEDIO BAUDÓ,05/02/2020
27450,27,CHOCÓ,450,MEDIO SAN JUAN,06/16/2020
27491,27,CHOCÓ,491,NÓVITA,06/23/2020
27495,27,CHOCÓ,495,NUQUÍ,07/02/2020
27580,27,CHOCÓ,580,RÍO IRÓ,05/02/2020
27600,27,CHOCÓ,600,RÍO QUITO,05/08/2020
27615,27,CHOCÓ,615,RIOSUCIO,06/14/2020
27787,27,CHOCÓ,787,TADÓ,05/08/2020
27800,27,CHOCÓ,800,UNGUÍA,05/18/2020
27810,27,CHOCÓ,810,UNIÓN PANAMERICANA,04/01/2020
23001,23,CÓRDOBA,001,MONTERÍA,03/15/2020
23068,23,CÓRDOBA,068,AYAPEL,04/06/2020
23079,23,CÓRDOBA,079,BUENAVISTA,05/30/2020
23090,23,CÓRDOBA,090,CANALETE,04/23/2020
23162,23,CÓRDOBA,162,CERETÉ,03/28/2020
23168,23,CÓRDOBA,168,CHIMÁ,05/18/2020
23182,23,CÓRDOBA,182,CHINÚ,05/14/2020
23189,23,CÓRDOBA,189,CIÉNAGA DE ORO,03/29/2020
23300,23,CÓRDOBA,300,COTORRA,05/29/2020
23350,23,CÓRDOBA,350,LA APARTADA,06/27/2020
23417,23,CÓRDOBA,417,LORICA,04/12/2020
23419,23,CÓRDOBA,419,LOS CÓRDOBAS,05/12/2020
23464,23,CÓRDOBA,464,MOMIL,06/22/2020
23466,23,CÓRDOBA,466,MONTELÍBANO,05/04/2020
23500,23,CÓRDOBA,500,MOÑITOS,06/10/2020
23555,23,CÓRDOBA,555,PLANETA RICA,05/02/2020
23570,23,CÓRDOBA,570,PUEBLO NUEVO,04/12/2020
23574,23,CÓRDOBA,574,PUERTO ESCONDIDO,05/31/2020
23580,23,CÓRDOBA,580,PUERTO LIBERTADOR,06/04/2020
23586,23,CÓRDOBA,586,PURÍSIMA DE LA CONCEPCIÓN,05/31/2020
23660,23,CÓRDOBA,660,SAHAGÚN,03/26/2020
23670,23,CÓRDOBA,670,SAN ANDRÉS DE SOTAVENTO,06/08/2020
23672,23,CÓRDOBA,672,SAN ANTERO,06/15/2020
23675,23,CÓRDOBA,675,SAN BERNARDO DEL VIENTO,05/21/2020
23678,23,CÓRDOBA,678,SAN CARLOS,06/05/2020
23682,23,CÓRDOBA,682,SAN JOSÉ DE URÉ,06/02/2020
23686,23,CÓRDOBA,686,SAN PELAYO,06/10/2020
23807,23,CÓRDOBA,807,TIERRALTA,03/30/2020
23815,23,CÓRDOBA,815,TUCHÍN,05/26/2020
23855,23,CÓRDOBA,855,VALENCIA,05/30/2020
25001,25,CUNDINAMARCA,001,AGUA DE DIOS,05/18/2020
25019,25,CUNDINAMARCA,019,ALBÁN,05/30/2020
25035,25,CUNDINAMARCA,035,ANAPOIMA,03/11/2020
25040,25,CUNDINAMARCA,040,ANOLAIMA,05/20/2020
25053,25,CUNDINAMARCA,053,ARBELÁEZ,07/07/2020
25086,25,CUNDINAMARCA,086,BELTRÁN,06/10/2020
25095,25,CUNDINAMARCA,095,BITUIMA,06/30/2020
25099,25,CUNDINAMARCA,099,BOJACÁ,06/08/2020
25120,25,CUNDINAMARCA,120,CABRERA,05/26/2020
25123,25,CUNDINAMARCA,123,CACHIPAY,05/30/2020
25126,25,CUNDINAMARCA,126,CAJICÁ,03/08/2020
25148,25,CUNDINAMARCA,148,CAPARRAPÍ,08/14/2020
25151,25,CUNDINAMARCA,151,CÁQUEZA,04/30/2020
25154,25,CUNDINAMARCA,154,CARMEN DE CARUPA,06/22/2020
25175,25,CUNDINAMARCA,175,CHÍA,03/10/2020
25178,25,CUNDINAMARCA,178,CHIPAQUE,04/29/2020
25181,25,CUNDINAMARCA,181,CHOACHÍ,03/25/2020
25183,25,CUNDINAMARCA,183,CHOCONTÁ,05/10/2020
25200,25,CUNDINAMARCA,200,COGUA,03/28/2020
25214,25,CUNDINAMARCA,214,COTA,03/14/2020
25224,25,CUNDINAMARCA,224,CUCUNUBÁ,06/06/2020
25245,25,CUNDINAMARCA,245,EL COLEGIO,04/03/2020
25258,25,CUNDINAMARCA,258,EL PEÑÓN,05/03/2020
25260,25,CUNDINAMARCA,260,EL ROSAL,05/28/2020
25269,25,CUNDINAMARCA,269,FACATATIVÁ,03/20/2020
25279,25,CUNDINAMARCA,279,FÓMEQUE,04/29/2020
25281,25,CUNDINAMARCA,281,FOSCA,07/10/2020
25286,25,CUNDINAMARCA,286,FUNZA,03/20/2020
25288,25,CUNDINAMARCA,288,FÚQUENE,06/28/2020
25290,25,CUNDINAMARCA,290,FUSAGASUGÁ,03/17/2020
25293,25,CUNDINAMARCA,293,GACHALÁ,07/03/2020
25295,25,CUNDINAMARCA,295,GACHANCIPÁ,05/03/2020
25297,25,CUNDINAMARCA,297,GACHETÁ,07/01/2020
25299,25,CUNDINAMARCA,299,GAMA,07/27/2020
25307,25,CUNDINAMARCA,307,GIRARDOT,05/02/2020
25312,25,CUNDINAMARCA,312,GRANADA,06/03/2020
25317,25,CUNDINAMARCA,317,GUACHETÁ,07/23/2020
25320,25,CUNDINAMARCA,320,GUADUAS,03/31/2020
25322,25,CUNDINAMARCA,322,GUASCA,06/15/2020
25324,25,CUNDINAMARCA,324,GUATAQUÍ,06/06/2020
25326,25,CUNDINAMARCA,326,GUATAVITA,05/31/2020
25335,25,CUNDINAMARCA,335,GUAYABETAL,08/01/2020
25372,25,CUNDINAMARCA,372,JUNÍN,05/11/2020
25377,25,CUNDINAMARCA,377,LA CALERA,03/20/2020
25386,25,CUNDINAMARCA,386,LA MESA,05/16/2020
25394,25,CUNDINAMARCA,394,LA PALMA,06/21/2020
25402,25,CUNDINAMARCA,402,LA VEGA,06/12/2020
25407,25,CUNDINAMARCA,407,LENGUAZAQUE,05/14/2020
25426,25,CUNDINAMARCA,426,MACHETÁ,05/25/2020
25430,25,CUNDINAMARCA,430,MADRID,03/14/2020
25436,25,CUNDINAMARCA,436,MANTA,05/17/2020
25473,25,CUNDINAMARCA,473,MOSQUERA,03/16/2020
25483,25,CUNDINAMARCA,483,NARIÑO,06/20/2020
25486,25,CUNDINAMARCA,486,NEMOCÓN,06/12/2020
25488,25,CUNDINAMARCA,488,NILO,05/10/2020
25489,25,CUNDINAMARCA,489,NIMAIMA,07/08/2020
25491,25,CUNDINAMARCA,491,NOCAIMA,07/31/2020
25506,25,CUNDINAMARCA,506,VENECIA,05/16/2020
25513,25,CUNDINAMARCA,513,PACHO,03/20/2020
25524,25,CUNDINAMARCA,524,PANDI,07/09/2020
25530,25,CUNDINAMARCA,530,PARATEBUENO,08/03/2020
25535,25,CUNDINAMARCA,535,PASCA,05/12/2020
25572,25,CUNDINAMARCA,572,PUERTO SALGAR,05/14/2020
25580,25,CUNDINAMARCA,580,PULÍ,08/30/2020
25592,25,CUNDINAMARCA,592,QUEBRADANEGRA,07/05/2020
25594,25,CUNDINAMARCA,594,QUETAME,06/25/2020
25596,25,CUNDINAMARCA,596,QUIPILE,08/21/2020
25599,25,CUNDINAMARCA,599,APULO,05/26/2020
25612,25,CUNDINAMARCA,612,RICAURTE,05/18/2020
25645,25,CUNDINAMARCA,645,SAN ANTONIO DEL TEQUENDAMA,05/10/2020
25649,25,CUNDINAMARCA,649,SAN BERNARDO,06/11/2020
25653,25,CUNDINAMARCA,653,SAN CAYETANO,08/31/2020
25658,25,CUNDINAMARCA,658,SAN FRANCISCO,05/11/2020
25662,25,CUNDINAMARCA,662,SAN JUAN DE RIOSECO,03/16/2020
25718,25,CUNDINAMARCA,718,SASAIMA,05/28/2020
25736,25,CUNDINAMARCA,736,SESQUILÉ,05/18/2020
25740,25,CUNDINAMARCA,740,SIBATÉ,04/18/2020
25743,25,CUNDINAMARCA,743,SILVANIA,04/28/2020
25745,25,CUNDINAMARCA,745,SIMIJACA,06/05/2020
25754,25,CUNDINAMARCA,754,SOACHA,03/11/2020
25758,25,CUNDINAMARCA,758,SOPÓ,03/17/2020
25769,25,CUNDINAMARCA,769,SUBACHOQUE,03/12/2020
25772,25,CUNDINAMARCA,772,SUESCA,03/29/2020
25777,25,CUNDINAMARCA,777,SUPATÁ,08/03/2020
25779,25,CUNDINAMARCA,779,SUSA,08/31/2020
25781,25,CUNDINAMARCA,781,SUTATAUSA,07/24/2020
25785,25,CUNDINAMARCA,785,TABIO,05/05/2020
25793,25,CUNDINAMARCA,793,TAUSA,07/01/2020
25797,25,CUNDINAMARCA,797,TENA,05/15/2020
25799,25,CUNDINAMARCA,799,TENJO,03/30/2020
25805,25,CUNDINAMARCA,805,TIBACUY,09/07/2020
25815,25,CUNDINAMARCA,815,TOCAIMA,05/30/2020
25817,25,CUNDINAMARCA,817,TOCANCIPÁ,03/14/2020
25839,25,CUNDINAMARCA,839,UBALÁ,06/18/2020
25841,25,CUNDINAMARCA,841,UBAQUE,05/20/2020
25843,25,CUNDINAMARCA,843,VILLA DE DE UBATÉ,03/28/2020
25845,25,CUNDINAMARCA,845,UNE,04/26/2020
25851,25,CUNDINAMARCA,851,ÚTICA,07/14/2020
25862,25,CUNDINAMARCA,862,VERGARA,07/25/2020
25867,25,CUNDINAMARCA,867,VIANÍ,05/29/2020
25873,25,CUNDINAMARCA,873,VILLAPINZÓN,03/15/2020
25875,25,CUNDINAMARCA,875,VILLETA,03/17/2020
25878,25,CUNDINAMARCA,878,VIOTÁ,05/22/2020
25885,25,CUNDINAMARCA,885,YACOPÍ,05/14/2020
25898,25,CUNDINAMARCA,898,ZIPACÓN,05/10/2020
25899,25,CUNDINAMARCA,899,ZIPAQUIRÁ,03/10/2020
94001,94,GUAINÍA,001,INÍRIDA,05/18/2020
94663,94,GUAINÍA,663,MAPIRIPANA,06/17/2020
94883,94,GUAINÍA,883,SAN FELIPE,06/12/2020
94884,94,GUAINÍA,884,PUERTO COLOMBIA,06/17/2020
95001,95,GUAVIARE,001,SAN JOSÉ DEL GUAVIARE,06/01/2020
95015,95,GUAVIARE,015,CALAMAR,07/27/2020
95025,95,GUAVIARE,025,EL RETORNO,08/08/2020
95200,95,GUAVIARE,200,MIRAFLORES,07/12/2020
41001,41,HUILA,001,NEIVA,03/06/2020
41006,41,HUILA,006,ACEVEDO,04/13/2020
41013,41,HUILA,013,AGRADO,03/26/2020
41016,41,HUILA,016,AIPE,04/13/2020
41020,41,HUILA,020,ALGECIRAS,04/23/2020
41026,41,HUILA,026,ALTAMIRA,07/08/2020
41078,41,HUILA,078,BARAYA,07/10/2020
41132,41,HUILA,132,CAMPOALEGRE,05/08/2020
41206,41,HUILA,206,COLOMBIA,07/14/2020
41244,41,HUILA,244,ELÍAS,07/22/2020
41298,41,HUILA,298,GARZÓN,03/19/2020
41306,41,HUILA,306,GIGANTE,03/30/2020
41319,41,HUILA,319,GUADALUPE,07/13/2020
41349,41,HUILA,349,HOBO,07/10/2020
41357,41,HUILA,357,ÍQUIRA,07/20/2020
41359,41,HUILA,359,ISNOS,04/11/2020
41378,41,HUILA,378,LA ARGENTINA,07/08/2020
41396,41,HUILA,396,LA PLATA,04/20/2020
41483,41,HUILA,483,NÁTAGA,03/30/2020
41503,41,HUILA,503,OPORAPA,04/18/2020
41518,41,HUILA,518,PAICOL,04/22/2020
41524,41,HUILA,524,PALERMO,03/18/2020
41530,41,HUILA,530,PALESTINA,05/14/2020
41548,41,HUILA,548,PITAL,07/01/2020
41551,41,HUILA,551,PITALITO,03/26/2020
41615,41,HUILA,615,RIVERA,03/05/2020
41660,41,HUILA,660,SALADOBLANCO,05/02/2020
41668,41,HUILA,668,SAN AGUSTÍN,03/14/2020
41676,41,HUILA,676,SANTA MARÍA,06/26/2020
41770,41,HUILA,770,SUAZA,07/08/2020
41791,41,HUILA,791,TARQUI,07/08/2020
41797,41,HUILA,797,TESALIA,08/07/2020
41799,41,HUILA,799,TELLO,05/31/2020
41801,41,HUILA,801,TERUEL,07/24/2020
41807,41,HUILA,807,TIMANÁ,04/04/2020
41872,41,HUILA,872,VILLAVIEJA,07/10/2020
41885,41,HUILA,885,YAGUARÁ,03/25/2020
44001,44,LA GUAJIRA,001,RIOHACHA,03/14/2020
44035,44,LA GUAJIRA,035,ALBANIA,04/23/2020
44078,44,LA GUAJIRA,078,BARRANCAS,05/14/2020
44090,44,LA GUAJIRA,090,DIBULLA,05/09/2020
44098,44,LA GUAJIRA,098,DISTRACCIÓN,04/01/2020
44110,44,LA GUAJIRA,110,EL MOLINO,06/29/2020
44279,44,LA GUAJIRA,279,FONSECA,04/28/2020
44378,44,LA GUAJIRA,378,HATONUEVO,05/19/2020
44420,44,LA GUAJIRA,420,LA JAGUA DEL PILAR,07/03/2020
44430,44,LA GUAJIRA,430,MAICAO,04/22/2020
44560,44,LA GUAJIRA,560,MANAURE,04/30/2020
44650,44,LA GUAJIRA,650,SAN JUAN DEL CESAR,04/10/2020
44847,44,LA GUAJIRA,847,URIBIA,05/23/2020
44855,44,LA GUAJIRA,855,URUMITA,06/30/2020
44874,44,LA GUAJIRA,874,VILLANUEVA,06/24/2020
47030,47,MAGDALENA,030,ALGARROBO,07/04/2020
47053,47,MAGDALENA,053,ARACATACA,05/08/2020
47058,47,MAGDALENA,058,ARIGUANÍ,05/25/2020
47161,47,MAGDALENA,161,CERRO DE SAN ANTONIO,05/15/2020
47170,47,MAGDALENA,170,CHIVOLO,06/28/2020
47189,47,MAGDALENA,189,CIÉNAGA,03/21/2020
47205,47,MAGDALENA,205,CONCORDIA,06/20/2020
47245,47,MAGDALENA,245,EL BANCO,04/08/2020
47258,47,MAGDALENA,258,EL PIÑÓN,05/14/2020
47268,47,MAGDALENA,268,EL RETÉN,05/05/2020
47288,47,MAGDALENA,288,FUNDACIÓN,04/30/2020
47318,47,MAGDALENA,318,GUAMAL,06/17/2020
47460,47,MAGDALENA,460,NUEVA GRANADA,06/25/2020
47541,47,MAGDALENA,541,PEDRAZA,06/23/2020
47545,47,MAGDALENA,545,PIJIÑO DEL CARMEN,06/16/2020
47551,47,MAGDALENA,551,PIVIJAY,05/06/2020
47555,47,MAGDALENA,555,PLATO,06/06/2020
47570,47,MAGDALENA,570,PUEBLOVIEJO,04/13/2020
47605,47,MAGDALENA,605,REMOLINO,06/08/2020
47660,47,MAGDALENA,660,SABANAS DE SAN ÁNGEL,07/24/2020
47675,47,MAGDALENA,675,SALAMINA,07/24/2020
47692,47,MAGDALENA,692,SAN SEBASTIÁN DE BUENAVISTA,05/03/2020
47703,47,MAGDALENA,703,SAN ZENÓN,07/03/2020
47707,47,MAGDALENA,707,SANTA ANA,06/08/2020
47720,47,MAGDALENA,720,SANTA BÁRBARA DE PINTO,06/26/2020
47745,47,MAGDALENA,745,SITIONUEVO,05/03/2020
47798,47,MAGDALENA,798,TENERIFE,07/23/2020
47960,47,MAGDALENA,960,ZAPAYÁN,07/21/2020
47980,47,MAGDALENA,980,ZONA BANANERA,03/26/2020
50001,50,META,001,VILLAVICENCIO,03/09/2020
50006,50,META,006,ACACÍAS,03/29/2020
50110,50,META,110,BARRANCA DE UPÍA,08/24/2020
50124,50,META,124,CABUYARO,05/13/2020
50150,50,META,150,CASTILLA LA NUEVA,06/26/2020
50223,50,META,223,SAN LUIS DE CUBARRAL,07/07/2020
50226,50,META,226,CUMARAL,05/19/2020
50251,50,META,251,EL CASTILLO,07/02/2020
50270,50,META,270,EL DORADO,08/25/2020
50287,50,META,287,FUENTE DE ORO,07/18/2020
50313,50,META,313,GRANADA,04/14/2020
50318,50,META,318,GUAMAL,07/28/2020
50325,50,META,325,MAPIRIPÁN,07/03/2020
50330,50,META,330,MESETAS,06/25/2020
50350,50,META,350,LA MACARENA,07/28/2020
50370,50,META,370,URIBE,08/16/2020
50400,50,META,400,LEJANÍAS,08/08/2020
50450,50,META,450,PUERTO CONCORDIA,08/09/2020
50568,50,META,568,PUERTO GAITÁN,05/07/2020
50573,50,META,573,PUERTO LÓPEZ,05/03/2020
50577,50,META,577,PUERTO LLERAS,08/22/2020
50590,50,META,590,PUERTO RICO,08/21/2020
50606,50,META,606,RESTREPO,04/25/2020
50680,50,META,680,SAN CARLOS DE GUAROA,05/06/2020
50683,50,META,683,SAN JUAN DE ARAMA,04/28/2020
50689,50,META,689,SAN MARTÍN,06/16/2020
50711,50,META,711,VISTAHERMOSA,08/12/2020
52001,52,NARIÑO,001,PASTO,03/15/2020
52019,52,NARIÑO,019,ALBÁN,06/09/2020
52022,52,NARIÑO,022,ALDANA,05/24/2020
52036,52,NARIÑO,036,ANCUYÁ,04/23/2020
52051,52,NARIÑO,051,ARBOLEDA,05/25/2020
52079,52,NARIÑO,079,BARBACOAS,05/20/2020
52083,52,NARIÑO,083,BELÉN,04/14/2020
52110,52,NARIÑO,110,BUESACO,07/08/2020
52203,52,NARIÑO,203,COLÓN,05/30/2020
52207,52,NARIÑO,207,CONSACÁ,06/21/2020
52210,52,NARIÑO,210,CONTADERO,03/21/2020
52215,52,NARIÑO,215,CÓRDOBA,05/20/2020
52224,52,NARIÑO,224,CUASPÚD,04/15/2020
52227,52,NARIÑO,227,CUMBAL,03/16/2020
52233,52,NARIÑO,233,CUMBITARA,03/19/2020
52240,52,NARIÑO,240,CHACHAGÜÍ,05/19/2020
52250,52,NARIÑO,250,EL CHARCO,05/14/2020
52254,52,NARIÑO,254,EL PEÑOL,06/02/2020
52256,52,NARIÑO,256,EL ROSARIO,08/21/2020
52260,52,NARIÑO,260,EL TAMBO,05/23/2020
52287,52,NARIÑO,287,FUNES,06/25/2020
52317,52,NARIÑO,317,GUACHUCAL,04/10/2020
52320,52,NARIÑO,320,GUAITARILLA,05/22/2020
52323,52,NARIÑO,323,GUALMATÁN,07/22/2020
52352,52,NARIÑO,352,ILES,07/21/2020
52354,52,NARIÑO,354,IMUÉS,05/23/2020
52356,52,NARIÑO,356,IPIALES,03/19/2020
52378,52,NARIÑO,378,LA CRUZ,05/06/2020
52381,52,NARIÑO,381,LA FLORIDA,04/24/2020
52385,52,NARIÑO,385,LA LLANADA,05/07/2020
52390,52,NARIÑO,390,LA TOLA,04/23/2020
52399,52,NARIÑO,399,LA UNIÓN,03/15/2020
52405,52,NARIÑO,405,LEIVA,06/30/2020
52411,52,NARIÑO,411,LINARES,04/27/2020
52418,52,NARIÑO,418,LOS ANDES,06/25/2020
52427,52,NARIÑO,427,MAGÜÍ,04/24/2020
52435,52,NARIÑO,435,MALLAMA,05/10/2020
52473,52,NARIÑO,473,MOSQUERA,04/15/2020
52480,52,NARIÑO,480,NARIÑO,05/23/2020
52490,52,NARIÑO,490,OLAYA HERRERA,05/15/2020
52506,52,NARIÑO,506,OSPINA,08/15/2020
52520,52,NARIÑO,520,FRANCISCO PIZARRO,05/08/2020
52540,52,NARIÑO,540,POLICARPA,08/10/2020
52560,52,NARIÑO,560,POTOSÍ,04/18/2020
52565,52,NARIÑO,565,PROVIDENCIA,08/24/2020
52573,52,NARIÑO,573,PUERRES,05/18/2020
52585,52,NARIÑO,585,PUPIALES,05/22/2020
52612,52,NARIÑO,612,RICAURTE,05/25/2020
52621,52,NARIÑO,621,ROBERTO PAYÁN,05/22/2020
52678,52,NARIÑO,678,SAMANIEGO,06/02/2020
52683,52,NARIÑO,683,SANDONÁ,05/27/2020
52685,52,NARIÑO,685,SAN BERNARDO,05/13/2020
52687,52,NARIÑO,687,SAN LORENZO,05/26/2020
52693,52,NARIÑO,693,SAN PABLO,05/10/2020
52694,52,NARIÑO,694,SAN PEDRO DE CARTAGO,07/03/2020
52696,52,NARIÑO,696,SANTA BÁRBARA,05/05/2020
52699,52,NARIÑO,699,SANTACRUZ,07/14/2020
52720,52,NARIÑO,720,SAPUYES,07/27/2020
52786,52,NARIÑO,786,TAMINANGO,05/29/2020
52788,52,NARIÑO,788,TANGUA,07/16/2020
52835,52,NARIÑO,835,SAN ANDRÉS DE TUMACO,03/20/2020
52838,52,NARIÑO,838,TÚQUERRES,04/12/2020
52885,52,NARIÑO,885,YACUANQUER,05/22/2020
54001,54,NORTE DE SANTANDER,001,CÚCUTA,03/11/2020
54003,54,NORTE DE SANTANDER,003,ÁBREGO,04/23/2020
54051,54,NORTE DE SANTANDER,051,ARBOLEDAS,07/04/2020
54099,54,NORTE DE SANTANDER,099,BOCHALEMA,06/18/2020
54109,54,NORTE DE SANTANDER,109,BUCARASICA,07/23/2020
54125,54,NORTE DE SANTANDER,125,CÁCOTA,04/22/2020
54128,54,NORTE DE SANTANDER,128,CÁCHIRA,08/16/2020
54172,54,NORTE DE SANTANDER,172,CHINÁCOTA,07/03/2020
54174,54,NORTE DE SANTANDER,174,CHITAGÁ,06/17/2020
54206,54,NORTE DE SANTANDER,206,CONVENCIÓN,05/18/2020
54223,54,NORTE DE SANTANDER,223,CUCUTILLA,07/23/2020
54239,54,NORTE DE SANTANDER,239,DURANIA,06/28/2020
54245,54,NORTE DE SANTANDER,245,EL CARMEN,07/11/2020
54250,54,NORTE DE SANTANDER,250,EL TARRA,07/07/2020
54261,54,NORTE DE SANTANDER,261,EL ZULIA,05/05/2020
54313,54,NORTE DE SANTANDER,313,GRAMALOTE,07/04/2020
54344,54,NORTE DE SANTANDER,344,HACARÍ,07/28/2020
54347,54,NORTE DE SANTANDER,347,HERRÁN,08/08/2020
54377,54,NORTE DE SANTANDER,377,LABATECA,06/08/2020
54385,54,NORTE DE SANTANDER,385,LA ESPERANZA,06/29/2020
54398,54,NORTE DE SANTANDER,398,LA PLAYA,05/18/2020
54405,54,NORTE DE SANTANDER,405,LOS PATIOS,03/15/2020
54418,54,NORTE DE SANTANDER,418,LOURDES,07/21/2020
54480,54,NORTE DE SANTANDER,480,MUTISCUA,06/08/2020
54498,54,NORTE DE SANTANDER,498,OCAÑA,03/24/2020
54518,54,NORTE DE SANTANDER,518,PAMPLONA,04/13/2020
54520,54,NORTE DE SANTANDER,520,PAMPLONITA,06/13/2020
54553,54,NORTE DE SANTANDER,553,PUERTO SANTANDER,03/22/2020
54599,54,NORTE DE SANTANDER,599,RAGONVALIA,06/24/2020
54660,54,NORTE DE SANTANDER,660,SALAZAR,08/08/2020
54670,54,NORTE DE SANTANDER,670,SAN CALIXTO,07/10/2020
54673,54,NORTE DE SANTANDER,673,SAN CAYETANO,07/09/2020
54680,54,NORTE DE SANTANDER,680,SANTIAGO,06/15/2020
54720,54,NORTE DE SANTANDER,720,SARDINATA,06/11/2020
54743,54,NORTE DE SANTANDER,743,SILOS,06/08/2020
54800,54,NORTE DE SANTANDER,800,TEORAMA,06/29/2020
54810,54,NORTE DE SANTANDER,810,TIBÚ,04/22/2020
54820,54,NORTE DE SANTANDER,820,TOLEDO,04/22/2020
54871,54,NORTE DE SANTANDER,871,VILLA CARO,07/21/2020
54874,54,NORTE DE SANTANDER,874,VILLA DEL ROSARIO,03/14/2020
86001,86,PUTUMAYO,001,MOCOA,05/18/2020
86219,86,PUTUMAYO,219,COLÓN,05/12/2020
86320,86,PUTUMAYO,320,ORITO,05/14/2020
86568,86,PUTUMAYO,568,PUERTO ASÍS,05/03/2020
86569,86,PUTUMAYO,569,PUERTO CAICEDO,07/02/2020
86571,86,PUTUMAYO,571,PUERTO GUZMÁN,04/15/2020
86573,86,PUTUMAYO,573,PUERTO LEGUÍZAMO,04/29/2020
86749,86,PUTUMAYO,749,SIBUNDOY,07/06/2020
86757,86,PUTUMAYO,757,SAN MIGUEL,05/13/2020
86760,86,PUTUMAYO,760,SANTIAGO,06/25/2020
86865,86,PUTUMAYO,865,VALLE DEL GUAMUEZ,05/20/2020
86885,86,PUTUMAYO,885,VILLAGARZÓN,06/27/2020
63001,63,QUINDÍO,001,ARMENIA,03/08/2020
63111,63,QUINDÍO,111,BUENAVISTA,07/25/2020
63130,63,QUINDÍO,130,CALARCÁ,03/17/2020
63190,63,QUINDÍO,190,CIRCASIA,03/18/2020
63212,63,QUINDÍO,212,CÓRDOBA,04/29/2020
63272,63,QUINDÍO,272,FILANDIA,03/16/2020
63302,63,QUINDÍO,302,GÉNOVA,07/10/2020
63401,63,QUINDÍO,401,LA TEBAIDA,04/02/2020
63470,63,QUINDÍO,470,MONTENEGRO,03/13/2020
63548,63,QUINDÍO,548,PIJAO,08/05/2020
63594,63,QUINDÍO,594,QUIMBAYA,05/07/2020
63690,63,QUINDÍO,690,SALENTO,07/09/2020
66001,66,RISARALDA,001,PEREIRA,03/04/2020
66045,66,RISARALDA,045,APÍA,07/16/2020
66075,66,RISARALDA,075,BALBOA,06/24/2020
66088,66,RISARALDA,088,BELÉN DE UMBRÍA,05/20/2020
66170,66,RISARALDA,170,DOSQUEBRADAS,03/10/2020
66318,66,RISARALDA,318,GUÁTICA,08/06/2020
66383,66,RISARALDA,383,LA CELIA,06/08/2020
66400,66,RISARALDA,400,LA VIRGINIA,04/12/2020
66440,66,RISARALDA,440,MARSELLA,06/26/2020
66456,66,RISARALDA,456,MISTRATÓ,08/04/2020
66572,66,RISARALDA,572,PUEBLO RICO,06/06/2020
66594,66,RISARALDA,594,QUINCHÍA,07/17/2020
66682,66,RISARALDA,682,SANTA ROSA DE CABAL,03/21/2020
66687,66,RISARALDA,687,SANTUARIO,06/18/2020
47001,47,SANTA MARTA D.T. Y C.,001,SANTA MARTA,02/29/2020
68001,68,SANTANDER,001,BUCARAMANGA,03/12/2020
68013,68,SANTANDER,013,AGUADA,07/05/2020
68020,68,SANTANDER,020,ALBANIA,09/10/2020
68051,68,SANTANDER,051,ARATOCA,07/17/2020
68077,68,SANTANDER,077,BARBOSA,05/23/2020
68079,68,SANTANDER,079,BARICHARA,06/14/2020
68081,68,SANTANDER,081,BARRANCABERMEJA,03/22/2020
68092,68,SANTANDER,092,BETULIA,07/27/2020
68101,68,SANTANDER,101,BOLÍVAR,07/22/2020
68132,68,SANTANDER,132,CALIFORNIA,07/15/2020
68147,68,SANTANDER,147,CAPITANEJO,07/30/2020
68152,68,SANTANDER,152,CARCASÍ,07/21/2020
68160,68,SANTANDER,160,CEPITÁ,07/02/2020
68162,68,SANTANDER,162,CERRITO,08/11/2020
68167,68,SANTANDER,167,CHARALÁ,07/21/2020
68176,68,SANTANDER,176,CHIMA,07/26/2020
68179,68,SANTANDER,179,CHIPATÁ,07/27/2020
68190,68,SANTANDER,190,CIMITARRA,03/26/2020
68207,68,SANTANDER,207,CONCEPCIÓN,03/28/2020
68209,68,SANTANDER,209,CONFINES,07/11/2020
68211,68,SANTANDER,211,CONTRATACIÓN,08/06/2020
68217,68,SANTANDER,217,COROMORO,07/22/2020
68229,68,SANTANDER,229,CURITÍ,03/22/2020
68235,68,SANTANDER,235,EL CARMEN DE CHUCURÍ,07/12/2020
68245,68,SANTANDER,245,EL GUACAMAYO,07/30/2020
68250,68,SANTANDER,250,EL PEÑÓN,06/26/2020
68255,68,SANTANDER,255,EL PLAYÓN,07/10/2020
68264,68,SANTANDER,264,ENCINO,08/14/2020
68266,68,SANTANDER,266,ENCISO,08/30/2020
68271,68,SANTANDER,271,FLORIÁN,08/08/2020
68276,68,SANTANDER,276,FLORIDABLANCA,03/12/2020
68296,68,SANTANDER,296,GALÁN,06/29/2020
68298,68,SANTANDER,298,GÁMBITA,08/26/2020
68307,68,SANTANDER,307,GIRÓN,04/25/2020
68318,68,SANTANDER,318,GUACA,07/31/2020
68322,68,SANTANDER,322,GUAPOTÁ,03/27/2020
68324,68,SANTANDER,324,GUAVATÁ,07/14/2020
